accession	product_length	mismatch_forward	mismatch_reverse	forward_start	forward_stop	reverse_start	reverse_stop	product_start	product_stop	taxId	subspecies	superkingdom	phylum	class	order	family	genus	species	amplicon
CP073517.1	554	0	0	283477	283498	284030	284009	283477	284030	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073517.1	554	0	0	235032	235053	235585	235564	235032	235585	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073506.1	554	0	0	283397	283418	283950	283929	283397	283950	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073506.1	554	0	0	234985	235006	235538	235517	234985	235538	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073505.1	554	0	0	283479	283500	284032	284011	283479	284032	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073505.1	554	0	0	235034	235055	235587	235566	235034	235587	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073485.1	554	0	0	283378	283399	283931	283910	283378	283931	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073485.1	554	0	0	234933	234954	235486	235465	234933	235486	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073487.1	554	0	0	282942	282963	283495	283474	282942	283495	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073487.1	554	0	0	234497	234518	235050	235029	234497	235050	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073484.1	554	0	0	283482	283503	284035	284014	283482	284035	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073484.1	554	0	0	235037	235058	235590	235569	235037	235590	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073483.1	554	0	0	283473	283494	284026	284005	283473	284026	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073483.1	554	0	0	235028	235049	235581	235560	235028	235581	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073478.1	554	0	0	283482	283503	284035	284014	283482	284035	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073478.1	554	0	0	235037	235058	235590	235569	235037	235590	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073475.1	554	0	0	283303	283324	283856	283835	283303	283856	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073475.1	554	0	0	234858	234879	235411	235390	234858	235411	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073466.1	554	0	0	283154	283175	283707	283686	283154	283707	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073466.1	554	0	0	234709	234730	235262	235241	234709	235262	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073464.1	554	0	0	283445	283466	283998	283977	283445	283998	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073464.1	554	0	0	235000	235021	235553	235532	235000	235553	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073461.1	554	0	0	283567	283588	284120	284099	283567	284120	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073461.1	554	0	0	235122	235143	235675	235654	235122	235675	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073462.1	554	0	0	283408	283429	283961	283940	283408	283961	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073462.1	554	0	0	234963	234984	235516	235495	234963	235516	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073460.1	554	0	0	283436	283457	283989	283968	283436	283989	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073460.1	554	0	0	234991	235012	235544	235523	234991	235544	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073459.1	554	0	0	283434	283455	283987	283966	283434	283987	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073459.1	554	0	0	234989	235010	235542	235521	234989	235542	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073456.1	554	0	0	283441	283462	283994	283973	283441	283994	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073456.1	554	0	0	234996	235017	235549	235528	234996	235549	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073448.1	554	0	0	283394	283415	283947	283926	283394	283947	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073448.1	554	0	0	234949	234970	235502	235481	234949	235502	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073439.1	554	0	0	283507	283528	284060	284039	283507	284060	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073439.1	554	0	0	235062	235083	235615	235594	235062	235615	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073447.1	554	0	0	283504	283525	284057	284036	283504	284057	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073447.1	554	0	0	235059	235080	235612	235591	235059	235612	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073446.1	554	0	0	283503	283524	284056	284035	283503	284056	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073446.1	554	0	0	235058	235079	235611	235590	235058	235611	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073432.1	554	0	0	283502	283523	284055	284034	283502	284055	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073432.1	554	0	0	235057	235078	235610	235589	235057	235610	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073429.1	554	0	0	283398	283419	283951	283930	283398	283951	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073429.1	554	0	0	234953	234974	235506	235485	234953	235506	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073427.1	554	0	0	283509	283530	284062	284041	283509	284062	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073427.1	554	0	0	235064	235085	235617	235596	235064	235617	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073422.1	554	0	0	283510	283531	284063	284042	283510	284063	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073422.1	554	0	0	235065	235086	235618	235597	235065	235618	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073419.1	554	0	0	283497	283518	284050	284029	283497	284050	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073419.1	554	0	0	235052	235073	235605	235584	235052	235605	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073400.1	554	0	0	283507	283528	284060	284039	283507	284060	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073400.1	554	0	0	235062	235083	235615	235594	235062	235615	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073398.1	554	0	0	283467	283488	284020	283999	283467	284020	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073398.1	554	0	0	235022	235043	235575	235554	235022	235575	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073395.1	554	0	0	283505	283526	284058	284037	283505	284058	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073395.1	554	0	0	235060	235081	235613	235592	235060	235613	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073444.1	554	0	0	283442	283463	283995	283974	283442	283995	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073444.1	554	0	0	234997	235018	235550	235529	234997	235550	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073441.1	554	0	0	283347	283368	283900	283879	283347	283900	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073441.1	554	0	0	234902	234923	235455	235434	234902	235455	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073445.1	554	0	0	283502	283523	284055	284034	283502	284055	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073445.1	554	0	0	235057	235078	235610	235589	235057	235610	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073393.1	554	0	0	283504	283525	284057	284036	283504	284057	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073393.1	554	0	0	235059	235080	235612	235591	235059	235612	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073394.1	554	0	0	283444	283465	283997	283976	283444	283997	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073394.1	554	0	0	234999	235020	235552	235531	234999	235552	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073392.1	554	0	0	283502	283523	284055	284034	283502	284055	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073392.1	554	0	0	235057	235078	235610	235589	235057	235610	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073391.1	554	0	0	283500	283521	284053	284032	283500	284053	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073391.1	554	0	0	235055	235076	235608	235587	235055	235608	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073416.1	554	0	0	283504	283525	284057	284036	283504	284057	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073416.1	554	0	0	235059	235080	235612	235591	235059	235612	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073384.1	554	0	0	283443	283464	283996	283975	283443	283996	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073384.1	554	0	0	234998	235019	235551	235530	234998	235551	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073566.1	554	0	0	283482	283503	284035	284014	283482	284035	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073566.1	554	0	0	235037	235058	235590	235569	235037	235590	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP045004.1	554	0	0	283479	283500	284032	284011	283479	284032	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP045004.1	554	0	0	235034	235055	235587	235566	235034	235587	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP045005.1	554	0	0	283480	283501	284033	284012	283480	284033	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP045005.1	554	0	0	235035	235056	235588	235567	235035	235588	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP040555.1	554	0	0	283483	283504	284036	284015	283483	284036	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP040555.1	554	0	0	235038	235059	235591	235570	235038	235591	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP035193.1	554	0	0	283483	283504	284036	284015	283483	284036	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP035193.1	554	0	0	235038	235059	235591	235570	235038	235591	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP035104.1	554	0	0	283482	283503	284035	284014	283482	284035	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP035104.1	554	0	0	235037	235058	235590	235569	235037	235590	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP034913.1	554	0	0	283483	283504	284036	284015	283483	284036	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP034913.1	554	0	0	235038	235059	235591	235570	235038	235591	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP034912.1	554	0	0	283482	283503	284035	284014	283482	284035	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP034912.1	554	0	0	235037	235058	235590	235569	235037	235590	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP034914.1	554	0	0	283440	283461	283993	283972	283440	283993	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP034914.1	554	0	0	234995	235016	235548	235527	234995	235548	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP034915.1	554	0	0	283484	283505	284037	284016	283484	284037	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP034915.1	554	0	0	235039	235060	235592	235571	235039	235592	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP034916.1	554	0	0	283482	283503	284035	284014	283482	284035	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP034916.1	554	0	0	235037	235058	235590	235569	235037	235590	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP034917.1	554	0	0	283439	283460	283992	283971	283439	283992	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP034917.1	554	0	0	234994	235015	235547	235526	234994	235547	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP034972.1	554	0	0	283434	283455	283987	283966	283434	283987	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP034972.1	554	0	0	235005	235026	235558	235537	235005	235558	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP034918.1	554	0	0	283438	283459	283991	283970	283438	283991	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP034918.1	554	0	0	234993	235014	235546	235525	234993	235546	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP034919.1	554	0	0	283432	283453	283985	283964	283432	283985	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP034919.1	554	0	0	234987	235008	235540	235519	234987	235540	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP034920.1	554	0	0	283484	283505	284037	284016	283484	284037	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP034920.1	554	0	0	235039	235060	235592	235571	235039	235592	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP034921.1	554	0	0	283482	283503	284035	284014	283482	284035	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP034921.1	554	0	0	235037	235058	235590	235569	235037	235590	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP032303.1	554	0	0	283358	283379	283911	283890	283358	283911	53436	Treponema pallidum subsp. endemicum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP032303.1	554	0	0	234957	234978	235510	235489	234957	235510	53436	Treponema pallidum subsp. endemicum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP024750.1	554	0	0	283364	283385	283917	283896	283364	283917	168	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP024750.1	554	0	0	234952	234973	235505	235484	234952	235505	168	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP032623.1	554	0	0	283492	283513	284045	284024	283492	284045	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP032623.1	554	0	0	235057	235078	235610	235589	235057	235610	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP024089.1	554	0	0	283379	283400	283932	283911	283379	283932	168	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP024089.1	554	0	0	234967	234988	235520	235499	234967	235520	168	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP024088.1	554	0	0	283381	283402	283934	283913	283381	283934	168	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP024088.1	554	0	0	234969	234990	235522	235501	234969	235522	168	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP021113.1	554	0	0	283362	283383	283915	283894	283362	283915	168	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP021113.1	554	0	0	234960	234981	235513	235492	234960	235513	168	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP028438.1	554	0	0	283487	283508	284040	284019	283487	284040	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP028438.1	554	0	0	235042	235063	235595	235574	235042	235595	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP020365.1	554	0	0	283363	283384	283916	283895	283363	283916	168	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP020365.1	554	0	0	234951	234972	235504	235483	234951	235504	168	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP010422.1	554	0	0	283497	283518	284050	284029	283497	284050	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP010422.1	554	0	0	235052	235073	235605	235584	235052	235605	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016048.1	554	0	0	283487	283508	284040	284019	283487	284040	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016048.1	554	0	0	235042	235063	235595	235574	235042	235595	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016046.1	554	0	0	283482	283503	284035	284014	283482	284035	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016046.1	554	0	0	235037	235058	235590	235569	235037	235590	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016069.1	554	0	0	283484	283505	284037	284016	283484	284037	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016069.1	554	0	0	235039	235060	235592	235571	235039	235592	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016068.1	554	0	0	283486	283507	284039	284018	283486	284039	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016068.1	554	0	0	235041	235062	235594	235573	235041	235594	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP016067.1	554	0	0	283478	283499	284031	284010	283478	284031	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
