"Sample_Name","Sanger_Lane_ID_raw","Cleaned_fastq_id","SRR/ENA_Accession","Species","Sample_Year","Citation","Sequencing_Method","Sample_Type","Geo_Country","Continent","TPA_Lineage","Beale2021.TPA.sublineages","TPA.TPE.scheme","Reads_or_assemblies","Proportion-N_>5_mapping+masking_Nichols","Assembly_Length_(total)","Assembly_#_contigs","Assembly_N50","Assembly_ref-sites_%","CheckM-completeness","CheckM-contamination"
"TPA_ALC077","31818_3#29","31818_3#29.Treponema.ds1666674-reads","ERR4853599","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","6.2492899999999997E-2",1136735,145,15303,99.7457076093795,"99.73","2.0299999999999998"
"TPA_BCC004","31963_2#4","31963_2#4.Treponema.ds2500000-reads","ERR4993350","TPA","2000","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","2","2","reads","3.6877100000000003E-2",1133206,14,598885,99.4360465167295,"100","0"
"TPA_BCC005","31822_1#1","31822_1#1.Treponema.ds1544709-reads","ERR4899197","TPA","2000","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","5.7586699999999998E-2",1139165,132,12562,99.9589341480985,"100","1.1299999999999999"
"TPA_BCC008","31818_1#7","31818_1#7.Treponema.ds1645849-reads","ERR4853533","TPA","2001","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","4.3695499999999998E-2",1130918,42,120651,99.2352801296558,"100","0"
"TPA_BCC009","31822_1#2","31822_1#2.Treponema.ds2500000-reads","ERR4899198","TPA","2001","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.7363199999999999E-2",1132985,12,598868,99.4166543088872,"100","0"
"TPA_BCC012","31963_2#5","31963_2#5.Treponema.ds2500000-reads","ERR4993351","TPA","2002","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","Nichols","Singleton","Singleton","reads","3.8150400000000001E-2",1133047,15,208835,99.4220946567886,"100","0"
"TPA_BCC014","31818_2#17","31818_2#17.Treponema.ds2500000-reads","ERR4853565","TPA","2002","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.6970099999999999E-2",1133368,15,175056,99.4502616193108,"100","0"
"TPA_BCC023","31818_1#8","31818_1#8.Treponema.ds2494170-reads","ERR4853534","TPA","2003","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.8814700000000001E-2",1134245,25,151195,99.5272162178526,"100","0"
"TPA_BCC030","31963_2#6","31963_2#6.Treponema.ds2500000-reads","ERR4993352","TPA","2004","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.70061E-2",1133361,15,175117,99.4496473864832,"100","0"
"TPA_BCC032","31818_3#18","31818_3#18.Treponema.ds1654256-reads","ERR4853590","TPA","2004","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","4.9469600000000002E-2",1136636,113,18349,99.7370206022465,"99.97","0.92"
"TPA_BCC034","31818_2#1","31818_2#1.Treponema.ds1886633-reads","ERR4853550","TPA","2005","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","4.46941E-2",1133340,89,26547,99.4478046880004,"98.92","1.21"
"TPA_BCC036","31818_5#18","31818_5#18.Treponema.ds1714371-reads","ERR4853640","TPA","2005","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","5.5391099999999999E-2",1137437,132,16226,99.8073063872317,"99.19","2.5299999999999998"
"TPA_BCC038","31818_3#19","31818_3#19.Treponema.ds979722-reads","ERR4853591","TPA","2005","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","0.137657",1141083,485,3605,100.127233942857,"97.69","7.52"
"TPA_BCC040","31963_2#7","31963_2#7.Treponema.ds2500000-reads","ERR4993353","TPA","2006","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.6870100000000003E-2",1133177,14,208974,99.4335018378724,"100","0"
"TPA_BCC044","31822_2#3","31822_2#3.Treponema.ds1973773-reads","ERR4899222","TPA","2009","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","7.07285E-2",1146112,270,7032,100.568516355704,"99.17","6.66"
"TPA_BCC049","31818_1#9","31818_1#9.Treponema.ds2500000-reads","ERR4853535","TPA","2011","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.6889400000000003E-2",1133430,16,175116,99.4557019672122,"100","0"
"TPA_BCC052","31818_5#19","31818_5#19.Treponema.ds1736478-reads","ERR4853641","TPA","2011","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","5.6429199999999999E-2",1140334,172,11416,100.061511030305,"99.17","1.51"
"TPA_BCC055","31818_3#10","31818_3#10.Treponema.ds2500000-reads","ERR4853582","TPA","2011","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.8093299999999997E-2",1173414,72,208975,102.964199878382,"100","1.5"
"TPA_BCC058","31818_5#1","31818_5#1.Treponema.ds1548341-reads","ERR4853629","TPA","2011","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","6.5108799999999994E-2",1141444,184,11254,100.158910807251,"100","1.82"
"TPA_BCC061","31818_1#1","31818_1#1.Treponema.ds2500000-reads","ERR4853527","TPA","2012","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.6886799999999997E-2",1133002,14,208948,99.4181460171827,"100","0"
"TPA_BCC063","31818_3#22","31818_3#22.Treponema.ds2500000-reads","ERR4853592","TPA","2012","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.8086299999999997E-2",1128430,19,208973,99.0169642332225,"100","0"
"TPA_BCC064","31818_2#2","31818_2#2.Treponema.ds1556842-reads","ERR4853551","TPA","2012","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","4.4894200000000002E-2",1135837,91,24395,99.6669103123549,"99.19","0.03"
"TPA_BCC075","31818_1#2","31818_1#2.Treponema.ds2500000-reads","ERR4853528","TPA","2012","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","2","2","reads","3.71895E-2",1133056,15,175063,99.4228843847098,"100","0"
"TPA_BCC079","31818_1#3","31818_1#3.Treponema.ds2500000-reads","ERR4853529","TPA","2012","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.7060500000000003E-2",1133225,15,208972,99.4377137201187,"100","0"
"TPA_BCC081","31818_1#4","31818_1#4.Treponema.ds1036532-reads","ERR4853530","TPA","2013","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","Nichols","14","14","reads","9.1126600000000002E-2",1153595,347,5310,101.225131248393,"96.34","3.33"
"TPA_BCC085","31818_5#21","31818_5#21.Treponema.ds1659292-reads","ERR4853643","TPA","2013","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","2","2","reads","6.2646499999999994E-2",1137808,159,14299,99.8398607270937,"99.19","1.77"
"TPA_BCC088","31963_2#8","31963_2#8.Treponema.ds2500000-reads","ERR4993354","TPA","2013","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","Nichols","14","14","reads","3.7979300000000001E-2",1133214,16,598886,99.4367484971039,"100","0"
"TPA_BCC089","31818_1#10","31818_1#10.Treponema.ds933524-reads","ERR4853536","TPA","2013","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","Nichols","14","14","reads","0.123957",1144191,379,4370,100.399953318305,"97.15","6.04"
"TPA_BCC101","31818_1#5","31818_1#5.Treponema.ds1891107-reads","ERR4853531","TPA","2014","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","Nichols","14","14","reads","4.3064499999999999E-2",1130546,44,68681,99.2026380422469,"100","0"
"TPA_BCC102","31818_3#23","31818_3#23.Treponema.ds2486985-reads","ERR4853593","TPA","2014","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.9515799999999997E-2",1134387,25,154965,99.5396763694979,"100","0.27"
"TPA_BCC106","31818_3#11","31818_3#11.Treponema.ds2500000-reads","ERR4853583","TPA","2014","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.76967E-2",1133159,15,208793,99.43192238203,"100","0"
"TPA_BCC107","31818_5#22","31818_5#22.Treponema.ds1386523-reads","ERR4853644","TPA","2014","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","8.49742E-2",1147885,304,5835,100.724092756177,"98.79","6.3"
"TPA_BCC108","31818_5#23","31818_5#23.Treponema.ds2500000-reads","ERR4853645","TPA","2014","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","4.2111500000000003E-2",1132862,62,33887,99.405861360631,"100","0.81"
"TPA_BCC109","31818_1#11","31818_1#11.Treponema.ds2500000-reads","ERR4853537","TPA","2014","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.7134199999999999E-2",1133534,16,182129,99.4648277120792,"100","0"
"TPA_BCC111","31822_1#4","31822_1#4.Treponema.ds2500000-reads","ERR4899200","TPA","2014","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.6938499999999999E-2",1133671,17,175096,99.4768491259906,"100","0"
"TPA_BCC122","31818_2#18","31818_2#18.Treponema.ds2500000-reads","ERR4853566","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","Nichols","14","14","reads","4.0198499999999998E-2",1130616,38,72989,99.2087803705228,"100","0.12"
"TPA_BCC123","31818_3#24","31818_3#24.Treponema.ds1397038-reads","ERR4853594","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","8.4481899999999999E-2",1154798,382,4380,101.330691547191,"98.12","3.71"
"TPA_BCC125","31818_6#7","31818_6#7.Treponema.ds1150195-reads","ERR4853661","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","7.0802199999999996E-2",1144405,239,7907,100.41873129332,"98.36","4.1100000000000003"
"TPA_BCC126","31818_1#13","31818_1#13.Treponema.ds689520-reads","ERR4853539","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","Nichols","14","14","reads","0.193438",1133139,534,2906,99.430167431094,"97.98","8.07"
"TPA_BCC127","31818_3#12","31818_3#12.Treponema.ds2500000-reads","ERR4853584","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.7765199999999999E-2",1133512,14,598800,99.4628972660497,"100","0"
"TPA_BCC128","31818_6#8","31818_6#8.Treponema.ds1374311-reads","ERR4853662","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","6.01649E-2",1141810,163,12728,100.191026409379,"99.97","2.4700000000000002"
"TPA_BCC129","31818_6#9","31818_6#9.Treponema.ds1320140-reads","ERR4853663","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","6.8311800000000006E-2",1142546,193,10141,100.255608603822,"99.17","2.4500000000000002"
"TPA_BCC130","31818_2#4","31818_2#4.Treponema.ds2500000-reads","ERR4853553","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.7752899999999999E-2",1128223,17,208971,98.9988004910353,"100","0"
"TPA_BCC132","31818_2#5","31818_2#5.Treponema.ds1727886-reads","ERR4853554","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","4.5399599999999998E-2",1133278,72,39494,99.442364340099,"100","1.24"
"TPA_BCC134","31963_2#10","31963_2#10.Treponema.ds2500000-reads","ERR4993355","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.6886799999999997E-2",1133580,17,170707,99.468864099232,"100","0"
"TPA_BCC135","31818_6#10","31818_6#10.Treponema.ds946743-reads","ERR4853664","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","0.16736100000000001",1133036,510,3010,99.4211294337739,"97.98","3.93"
"TPA_BCC136","31818_1#14","31818_1#14.Treponema.ds1297850-reads","ERR4853540","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","Nichols","14","14","reads","5.7624399999999999E-2",1139698,137,15876,100.005703590542,"99.97","4.92"
"TPA_BCC137","31818_6#11","31818_6#11.Treponema.ds1552254-reads","ERR4853665","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","5.64529E-2",1138142,144,12576,99.8691684077242,"99.19","1.53"
"TPA_BCC138","31818_6#12","31818_6#12.Treponema.ds1011880-reads","ERR4853666","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","0.12571499999999999",1145082,422,3907,100.478136382502,"98.9","8.2200000000000006"
"TPA_BCC139","31818_1#15","31818_1#15.Treponema.ds2500000-reads","ERR4853541","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.8326800000000001E-2",1133500,17,175097,99.4618442954881,"100","0"
"TPA_BCC140","31818_6#13","31818_6#13.Treponema.ds1530595-reads","ERR4853667","TPA","2016","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","5.0685000000000001E-2",1133547,78,26522,99.4659684301876,"100","0.97"
"TPA_BCC141","31818_2#6","31818_2#6.Treponema.ds2500000-reads","ERR4853555","TPA","2016","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.8855899999999999E-2",1133739,22,146120,99.4828159591728,"100","0"
"TPA_BCC142","31818_1#16","31818_1#16.Treponema.ds776110-reads","ERR4853542","TPA","2016","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","Nichols","8","8","reads","0.15515399999999999",1129608,464,3545,99.1203308433504,"97.04","8.77"
"TPA_BCC143","31818_6#14","31818_6#14.Treponema.ds1425049-reads","ERR4853668","TPA","2016","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","6.6014400000000001E-2",1146113,228,9342,100.568604103251,"98.39","2.99"
"TPA_BCC145","31818_6#16","31818_6#16.Treponema.ds2500000-reads","ERR4853670","TPA","2016","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.9876500000000002E-2",1135974,39,104774,99.6789317262663,"100","0"
"TPA_BCC146","31818_6#17","31818_6#17.Treponema.ds1023824-reads","ERR4853671","TPA","2016","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","0.12709400000000001",1144584,432,3694,100.434438104197,"97.98","9.49"
"TPA_BCC147","31818_2#7","31818_2#7.Treponema.ds1886502-reads","ERR4853556","TPA","2016","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","4.0825100000000003E-2",1134922,31,95612,99.5866213070348,"99.19","0"
"TPA_BCC153","31818_6#18","31818_6#18.Treponema.ds1597921-reads","ERR4853672","TPA","2016","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","4.9688099999999999E-2",1137005,95,23977,99.769399447015,"98.39","2.42"
"TPA_BCC154","31818_1#17","31818_1#17.Treponema.ds2500000-reads","ERR4853543","TPA","2016","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.7554499999999998E-2",1133110,13,598802,99.4276227522369,"100","0"
"TPA_BCC156","31818_5#29","31818_5#29.Treponema.ds2500000-reads","ERR4853651","TPA","2016","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.74238E-2",1133546,16,175159,99.4658806826408,"100","0"
"TPA_BCC157","31818_1#18","31818_1#18.Treponema.ds2500000-reads","ERR4853544","TPA","2016","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.7033299999999998E-2",1134159,17,175083,99.519669928828,"100","0"
"TPA_BCC161","31818_6#19","31818_6#19.Treponema.ds779083-reads","ERR4853673","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","2","2","reads","0.22559699999999999",1120311,618,2426,98.3045419007698,"98.6","9.89"
"TPA_BCC163","31818_1#19","31818_1#19.Treponema.ds2500000-reads","ERR4853545","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.7142099999999997E-2",1133476,15,175205,99.459738354365,"100","0"
"TPA_BCC165","31822_1#5","31822_1#5.Treponema.ds2500000-reads","ERR4899201","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","2","2","reads","3.7021900000000003E-2",1133097,15,598894,99.4264820341285,"100","0"
"TPA_BCC166","31818_6#20","31818_6#20.Treponema.ds1975997-reads","ERR4853674","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","4.6784399999999997E-2",1135826,89,24489,99.6659450893402,"100","1.91"
"TPA_BCC169","31818_1#20","31818_1#20.Treponema.ds833104-reads","ERR4853546","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","Nichols","14","14","reads","0.160884",1142609,522,3216,100.261136699271,"98.09","7.22"
"TPA_BCC172","31818_6#21","31818_6#21.Treponema.ds763249-reads","ERR4853675","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","0.229604",1110771,643,2251,97.4674303043173,"94.81","10.34"
"TPA_BCC174","31818_2#10","31818_2#10.Treponema.ds2312002-reads","ERR4853559","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.9421900000000003E-2",1137400,33,186000,99.8040597280002,"100","1.2"
"TPA_BCC175","31818_2#11","31818_2#11.Treponema.ds2500000-reads","ERR4853560","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.7792399999999997E-2",1128077,15,208979,98.9859893492028,"100","0"
"TPA_BCC176","31818_6#22","31818_6#22.Treponema.ds1506309-reads","ERR4853676","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","6.3609100000000002E-2",1149652,282,6326,100.879142671369,"99.97","3.41"
"TPA_BCC180","31818_6#23","31818_6#23.Treponema.ds1292706-reads","ERR4853677","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","7.0358199999999996E-2",1145577,247,7218,100.521571418167,"99.17","2.79"
"TPA_BCC181","31818_2#12","31818_2#12.Treponema.ds2121900-reads","ERR4853561","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","4.0122199999999997E-2",1131253,40,56232,99.2646755578331,"99.97","0"
"TPA_BCC182","31818_6#24","31818_6#24.Treponema.ds1068293-reads","ERR4853678","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","0.124336",1137659,415,4006,99.8267863426208,"97.1","5.99"
"TPA_BCC183","31818_6#25","31818_6#25.Treponema.ds2134448-reads","ERR4853679","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","4.3291799999999998E-2",1134993,78,32760,99.5928513828575,"100","3.04"
"TPA_BCC185","31818_3#26","31818_3#26.Treponema.ds2500000-reads","ERR4853596","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.7479100000000001E-2",1133475,15,178911,99.4596506068182,"100","0"
"TPA_BCC186","31818_3#27","31818_3#27.Treponema.ds2488018-reads","ERR4853597","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","4.0146800000000003E-2",1131385,46,96167,99.2762582340104,"100","0"
"TPA_BCC187","31818_1#21","31818_1#21.Treponema.ds2500000-reads","ERR4853547","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.7081599999999999E-2",1133198,13,598865,99.4353445363551,"100","0"
"TPA_BCC191","31818_6#26","31818_6#26.Treponema.ds838203-reads","ERR4853680","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","0.15284600000000001",1147239,513,2957,100.667407840945,"96.66","11.86"
"TPA_BCC194","31818_6#27","31818_6#27.Treponema.ds1178315-reads","ERR4853681","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","8.1914299999999995E-2",1149344,343,5315,100.852116426955,"98.76","7.88"
"TPA_BCC195","31818_6#28","31818_6#28.Treponema.ds936353-reads","ERR4853682","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","0.115409",1143625,363,4679,100.350288206817,"98.31","3.9"
"TPA_BCC196","31818_3#13","31818_3#13.Treponema.ds2500000-reads","ERR4853585","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.7665999999999998E-2",1126351,14,160389,98.8345370834295,"100","0"
"TPA_BCC197","31818_3#28","31818_3#28.Treponema.ds2134470-reads","ERR4853598","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","4.2459900000000002E-2",1131607,43,47621,99.2957381893996,"99.19","0.27"
"TPA_BCC198","31818_2#13","31818_2#13.Treponema.ds1580416-reads","ERR4853562","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","4.6978300000000001E-2",1138359,114,18986,99.8882096253794,"100","1.24"
"TPA_BCC199","31818_3#14","31818_3#14.Treponema.ds2500000-reads","ERR4853586","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.6835899999999998E-2",1133284,16,175176,99.4428908253797,"100","0"
"TPA_EIR008","31818_6#30","31818_6#30.Treponema.ds2500000-reads","ERR4853684","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Ireland","Europe","SS14","1","1","reads","3.6831500000000003E-2",1133053,14,208973,99.4226211420694,"100","0"
"TPA_EIR013","31818_5#31","31818_5#31.Treponema.ds2373703-reads","ERR4853653","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Ireland","Europe","SS14","1","1","reads","4.4282500000000002E-2",1139179,126,19958,99.9601626137537,"97.96","0.5"
"TPA_EIR015","31963_2#3","31963_2#3.Treponema.ds2500000-reads","ERR4993349","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Ireland","Europe","Nichols","8","8","reads","3.8455799999999998E-2",1132281,13,175178,99.3548800359414,"100","0"
"TPA_EIR017","31818_3#15","31818_3#15.Treponema.ds2500000-reads","ERR4853587","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Ireland","Europe","SS14","1","1","reads","3.7242999999999998E-2",1132984,14,598833,99.4165665613404,"100","0"
"TPA_ESBCN002","31818_5#26","31818_5#26.Treponema.ds1048322-reads","ERR4853648","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Spain","Europe","SS14","1","1","reads","0.172681",1126695,565,2706,98.864722239528,"95.09","7.4"
"TPA_ESBCN004","31818_5#25","31818_5#25.Treponema.ds843705-reads","ERR4853647","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Spain","Europe","SS14","1","1","reads","0.20149",1116787,638,2317,97.9953195458538,"95.67","10.41"
"TPA_ESBCN005","31822_1#19","31822_1#19.Treponema.ds1596910-reads","ERR4899206","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Spain","Europe","Nichols","14","14","reads","5.4876000000000001E-2",1140692,145,12969,100.092924652059,"98.76","2.25"
"TPA_OMI002","31818_5#3","31818_5#3.Treponema.ds2500000-reads","ERR4853631","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","3.8395199999999997E-2",1129443,24,87924,99.1058524981288,"99.6","0"
"TPA_OMI015","31822_1#29","31822_1#29.Treponema.ds2500000-reads","ERR4899216","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","3.7088599999999999E-2",1133295,15,208973,99.4438560483945,"100","0"
"TPA_OMI021","31822_1#30","31822_1#30.Treponema.ds2500000-reads","ERR4899217","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","Nichols","8","8","reads","3.9703599999999999E-2",1132344,35,149538,99.3604081313897,"100","0.05"
"TPA_OMI075","31822_2#28","31822_2#28.Treponema.ds2500000-reads","ERR4899243","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","4.0990100000000002E-2",1131605,48,69072,99.295562694306,"99.97","0.12"
"TPA_SA006","31822_1#28","31822_1#28.Treponema.ds2460254-reads","ERR4899215","TPA","2006","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","South_Africa","Africa","Nichols","17","17","reads","4.4856399999999998E-2",1160907,96,34461,101.86674131058,"100","2.5"
"TPA_UKBIR026","31822_2#7","31822_2#7.Treponema.ds2109167-reads","ERR4899224","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","6.3113299999999997E-2",1139499,186,8925,99.9882418287291,"99.97","2.3199999999999998"
"TPA_UKBIR028","31822_1#22","31822_1#22.Treponema.ds1597451-reads","ERR4899209","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","Nichols","16","16","reads","5.9290799999999998E-2",1140854,169,11679,100.10713975464,"100","2.42"
"TPA_UKBIR032","31818_4#17","31818_4#17.Treponema.ds1338575-reads","ERR4853613","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","Nichols","14","14","reads","7.5511900000000007E-2",1149312,286,6415,100.849308505457,"97.98","2.86"
"TPA_UKBIR043","31822_2#9","31822_2#9.Treponema.ds1924746-reads","ERR4899226","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","7.5360099999999999E-2",1144397,240,7410,100.418029312945,"99.57","3.4"
"TPA_UKBIR044","31822_1#23","31822_1#23.Treponema.ds1918163-reads","ERR4899210","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","Nichols","14","14","reads","5.1362400000000002E-2",1134358,73,37426,99.5371316906408,"98.39","0.16"
