accession	product_length	mismatch_forward	mismatch_reverse	forward_start	forward_stop	reverse_start	reverse_stop	product_start	product_stop	taxId	subspecies	superkingdom	phylum	class	order	family	genus	species	amplicon	region.cluster
CP073509.2	607	0	0	1128449	1128470	1129055	1129034	1128449	1129055	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073508.2	607	0	0	1128483	1128504	1129089	1129068	1128483	1129089	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073507.2	607	0	0	1128431	1128452	1129037	1129016	1128431	1129037	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073504.2	607	0	0	1128427	1128448	1129033	1129012	1128427	1129033	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073521.2	607	0	0	1128279	1128300	1128885	1128864	1128279	1128885	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073520.2	607	0	0	1128379	1128400	1128985	1128964	1128379	1128985	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073519.2	607	0	0	1128710	1128731	1129316	1129295	1128710	1129316	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073516.2	607	0	0	1128533	1128554	1129139	1129118	1128533	1129139	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073515.2	607	0	0	1128350	1128371	1128956	1128935	1128350	1128956	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073514.2	607	0	0	1128447	1128468	1129053	1129032	1128447	1129053	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073513.2	607	0	0	1128441	1128462	1129047	1129026	1128441	1129047	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073530.2	607	0	0	1128402	1128423	1129008	1128987	1128402	1129008	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073529.2	607	0	0	1128779	1128800	1129385	1129364	1128779	1129385	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073528.2	607	0	0	1128336	1128357	1128942	1128921	1128336	1128942	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073527.2	607	0	0	1128146	1128167	1128752	1128731	1128146	1128752	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073526.2	607	0	0	1128546	1128567	1129152	1129131	1128546	1129152	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073525.2	607	0	0	1128434	1128455	1129040	1129019	1128434	1129040	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073524.2	607	0	0	1128416	1128437	1129022	1129001	1128416	1129022	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073537.2	607	0	0	1128380	1128401	1128986	1128965	1128380	1128986	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073536.2	607	0	0	1128719	1128740	1129325	1129304	1128719	1129325	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073535.2	607	0	0	1128390	1128411	1128996	1128975	1128390	1128996	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073533.2	607	0	0	1128350	1128371	1128956	1128935	1128350	1128956	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073532.2	607	0	0	1128385	1128406	1128991	1128970	1128385	1128991	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073575.2	607	0	0	1128449	1128470	1129055	1129034	1128449	1129055	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073531.2	607	0	0	1128429	1128450	1129035	1129014	1128429	1129035	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073503.2	607	0	0	1128444	1128465	1129050	1129029	1128444	1129050	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073502.2	607	0	0	1128411	1128432	1129017	1128996	1128411	1129017	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073501.2	607	0	0	1128500	1128521	1129106	1129085	1128500	1129106	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073500.2	607	0	0	1128388	1128409	1128994	1128973	1128388	1128994	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073499.2	607	0	0	1128386	1128407	1128992	1128971	1128386	1128992	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073498.2	607	0	0	1128447	1128468	1129053	1129032	1128447	1129053	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073497.2	607	0	0	1128475	1128496	1129081	1129060	1128475	1129081	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073496.2	607	0	0	1128450	1128471	1129056	1129035	1128450	1129056	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073495.2	607	0	0	1128538	1128559	1129144	1129123	1128538	1129144	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073494.2	607	0	0	1128418	1128439	1129024	1129003	1128418	1129024	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073493.2	607	0	0	1128399	1128420	1129005	1128984	1128399	1129005	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073492.2	607	0	0	1128407	1128428	1129013	1128992	1128407	1129013	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073491.2	607	0	0	1128686	1128707	1129292	1129271	1128686	1129292	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073490.2	607	0	0	1128923	1128944	1129529	1129508	1128923	1129529	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073489.2	607	0	0	1128388	1128409	1128994	1128973	1128388	1128994	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073488.2	607	0	0	1128000	1128021	1128606	1128585	1128000	1128606	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073486.2	607	0	0	1128365	1128386	1128971	1128950	1128365	1128971	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073482.2	607	0	0	1128701	1128722	1129307	1129286	1128701	1129307	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073481.2	607	0	0	1128258	1128279	1128864	1128843	1128258	1128864	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073480.2	607	0	0	1128547	1128568	1129153	1129132	1128547	1129153	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073479.2	607	0	0	1128354	1128375	1128960	1128939	1128354	1128960	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073477.2	607	0	0	1128360	1128381	1128966	1128945	1128360	1128966	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073476.2	607	0	0	1128247	1128268	1128853	1128832	1128247	1128853	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073474.2	607	0	0	1128526	1128547	1129132	1129111	1128526	1129132	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073473.2	607	0	0	1128550	1128571	1129156	1129135	1128550	1129156	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073472.2	607	0	0	1128247	1128268	1128853	1128832	1128247	1128853	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073471.2	607	0	0	1127993	1128014	1128599	1128578	1127993	1128599	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073470.2	607	0	0	1128315	1128336	1128921	1128900	1128315	1128921	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073469.2	607	0	0	1128624	1128645	1129230	1129209	1128624	1129230	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073468.2	607	0	0	1128305	1128326	1128911	1128890	1128305	1128911	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073467.2	607	0	0	1128214	1128235	1128820	1128799	1128214	1128820	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073465.2	607	0	0	1128739	1128760	1129345	1129324	1128739	1129345	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073463.2	607	0	0	1128736	1128757	1129342	1129321	1128736	1129342	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073458.2	607	0	0	1128409	1128430	1129015	1128994	1128409	1129015	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073457.2	607	0	0	1128714	1128735	1129320	1129299	1128714	1129320	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073455.2	607	0	0	1128689	1128710	1129295	1129274	1128689	1129295	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073454.2	607	0	0	1129314	1129335	1129920	1129899	1129314	1129920	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073453.2	607	0	0	1128805	1128826	1129411	1129390	1128805	1129411	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073452.2	607	0	0	1129285	1129306	1129891	1129870	1129285	1129891	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073451.2	607	0	0	1129291	1129312	1129897	1129876	1129291	1129897	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073450.2	607	0	0	1128595	1128616	1129201	1129180	1128595	1129201	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073449.2	607	0	0	1128392	1128413	1128998	1128977	1128392	1128998	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073443.2	607	0	0	1129137	1129158	1129743	1129722	1129137	1129743	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073442.2	607	0	0	1128295	1128316	1128901	1128880	1128295	1128901	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073440.2	607	0	0	1129033	1129054	1129639	1129618	1129033	1129639	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073438.2	607	0	0	1128678	1128699	1129284	1129263	1128678	1129284	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073437.2	607	0	0	1128742	1128763	1129348	1129327	1128742	1129348	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073436.2	607	0	0	1128519	1128540	1129125	1129104	1128519	1129125	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073435.2	607	0	0	1128733	1128754	1129339	1129318	1128733	1129339	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073434.2	607	0	0	1128686	1128707	1129292	1129271	1128686	1129292	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073433.2	607	0	0	1128444	1128465	1129050	1129029	1128444	1129050	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073431.2	607	0	0	1127943	1127964	1128549	1128528	1127943	1128549	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073430.2	607	0	0	1128673	1128694	1129279	1129258	1128673	1129279	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073404.2	607	0	0	1128784	1128805	1129390	1129369	1128784	1129390	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073428.2	607	0	0	1128347	1128368	1128953	1128932	1128347	1128953	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073426.2	607	0	0	1128708	1128729	1129314	1129293	1128708	1129314	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073425.2	607	0	0	1128746	1128767	1129352	1129331	1128746	1129352	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073424.2	607	0	0	1128560	1128581	1129166	1129145	1128560	1129166	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073423.2	607	0	0	1128527	1128548	1129133	1129112	1128527	1129133	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073421.2	607	0	0	1128715	1128736	1129321	1129300	1128715	1129321	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073420.2	607	0	0	1128719	1128740	1129325	1129304	1128719	1129325	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073418.2	607	0	0	1128658	1128679	1129264	1129243	1128658	1129264	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073417.2	607	0	0	1128470	1128491	1129076	1129055	1128470	1129076	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073415.2	607	0	0	1128903	1128924	1129509	1129488	1128903	1129509	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073414.2	607	0	0	1128452	1128473	1129058	1129037	1128452	1129058	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073413.2	607	0	0	1128671	1128692	1129277	1129256	1128671	1129277	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073412.2	607	0	0	1128728	1128749	1129334	1129313	1128728	1129334	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073411.2	607	0	0	1128070	1128091	1128676	1128655	1128070	1128676	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073410.2	607	0	0	1128385	1128406	1128991	1128970	1128385	1128991	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073409.2	607	0	0	1128738	1128759	1129344	1129323	1128738	1129344	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073408.2	607	0	0	1129102	1129123	1129708	1129687	1129102	1129708	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073407.2	607	0	0	1128741	1128762	1129347	1129326	1128741	1129347	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073406.2	607	0	0	1128630	1128651	1129236	1129215	1128630	1129236	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073405.2	607	0	0	1128612	1128633	1129218	1129197	1128612	1129218	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073403.2	607	0	0	1128143	1128164	1128749	1128728	1128143	1128749	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073402.2	607	0	0	1128018	1128039	1128624	1128603	1128018	1128624	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073401.2	607	0	0	1128432	1128453	1129038	1129017	1128432	1129038	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073399.2	607	0	0	1128774	1128795	1129380	1129359	1128774	1129380	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073397.2	607	0	0	1128686	1128707	1129292	1129271	1128686	1129292	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073396.2	607	0	0	1128551	1128572	1129157	1129136	1128551	1129157	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073390.2	607	0	0	1128510	1128531	1129116	1129095	1128510	1129116	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073389.2	607	0	0	1128884	1128905	1129490	1129469	1128884	1129490	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073388.2	607	0	0	1128576	1128597	1129182	1129161	1128576	1129182	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073387.2	607	0	0	1128444	1128465	1129050	1129029	1128444	1129050	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073386.2	607	0	0	1128656	1128677	1129262	1129241	1128656	1129262	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073385.2	607	0	0	1128515	1128536	1129121	1129100	1128515	1129121	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073383.2	607	0	0	1128436	1128457	1129042	1129021	1128436	1129042	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073382.2	607	0	0	1128608	1128629	1129214	1129193	1128608	1129214	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073381.2	607	0	0	1128596	1128617	1129202	1129181	1128596	1129202	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073534.1	607	0	0	1128324	1128345	1128930	1128909	1128324	1128930	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073523.1	607	0	0	1128836	1128857	1129442	1129421	1128836	1129442	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073522.1	607	0	0	1128781	1128802	1129387	1129366	1128781	1129387	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073518.1	607	0	0	1128812	1128833	1129418	1129397	1128812	1129418	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073517.1	607	0	0	1128341	1128362	1128947	1128926	1128341	1128947	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073506.1	607	0	0	1128849	1128870	1129455	1129434	1128849	1129455	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073505.1	607	0	0	1128327	1128348	1128933	1128912	1128327	1128933	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073485.1	607	0	0	1128214	1128235	1128820	1128799	1128214	1128820	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073487.1	607	0	0	1127766	1127787	1128372	1128351	1127766	1128372	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073484.1	607	0	0	1128317	1128338	1128923	1128902	1128317	1128923	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073483.1	607	0	0	1128309	1128330	1128915	1128894	1128309	1128915	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073478.1	607	0	0	1128349	1128370	1128955	1128934	1128349	1128955	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073475.1	607	0	0	1128075	1128096	1128681	1128660	1128075	1128681	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073466.1	607	0	0	1128872	1128893	1129478	1129457	1128872	1129478	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073464.1	607	0	0	1128300	1128321	1128906	1128885	1128300	1128906	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073461.1	607	0	0	1128335	1128356	1128941	1128920	1128335	1128941	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073462.1	607	0	0	1128226	1128247	1128832	1128811	1128226	1128832	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073460.1	607	0	0	1128248	1128269	1128854	1128833	1128248	1128854	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073459.1	607	0	0	1128290	1128311	1128896	1128875	1128290	1128896	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073456.1	607	0	0	1128295	1128316	1128901	1128880	1128295	1128901	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073448.1	607	0	0	1128259	1128280	1128865	1128844	1128259	1128865	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
CP073439.1	607	0	0	1128243	1128264	1128849	1128828	1128243	1128849	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_53	RC307
